0 33.10620866 34.01027432 40.14560922
1 38.22711768 43.16993366 52.20139184
2 41.75656229 47.87363149 55.90691321
3 44.69922310 50.87439673 58.41864310
4 46.75323648 53.25224820 60.08380098
5 48.77763044 54.81303102 61.41640065
6 50.45227334 56.47193778 62.67641392
7 51.71205217 57.69157262 63.65865823
8 53.08594071 58.87740535 64.48735063
9 54.32050417 59.57979302 65.21222360
10 55.14897370 60.45132841 65.76907386
11 56.04882053 61.37445031 66.37321472
12 57.08206248 61.97302085 66.90424800
13 57.93361372 62.54378529 67.33507475
14 58.48202175 63.22926654 67.74991081
15 59.18594420 63.69314813 68.04996125
16 59.63128990 64.26714898 68.55116884
17 60.43421919 64.56380913 68.82813998
18 61.02403408 65.05775479 69.17207325
19 61.24668521 65.52219075 69.29481694
20 61.72413930 65.66647524 69.52511542
21 62.36462971 66.21710792 70.03155771
22 62.61933647 66.46644435 70.08180758
23 63.13190922 66.83932450 70.25906043
24 63.41762523 66.91609361 70.46146199
25 63.73849387 67.19050840 70.70688928
26 64.22605461 67.60699655 71.03531790
27 64.61821490 67.80694673 71.04550320
28 64.79651912 67.87960449 71.33037574
29 65.06349168 68.22858766 71.33224727
30 65.26186558 68.54462235 71.45174417
31 65.64177367 68.71019890 71.71216207
32 65.76042122 68.75577453 71.83834114
33 66.12960872 69.06368622 72.07156124
34 66.25692050 69.25637201 72.21130570
35 66.46685851 69.28014990 72.35730145
36 66.73475297 69.41947324 72.41860058
37 67.02957168 69.60598388 72.39665810
38 67.25109665 69.80660217 72.58101523
39 67.44000606 69.86836347 72.68497820
40 67.47090591 70.03852065 72.60410295
41 67.81635943 70.16228560 72.90392901
42 67.92622353 70.23927477 73.04366462
43 68.14248612 70.50520311 72.92928420
44 68.26441175 70.45090004 73.01303338
45 68.46956441 70.61833583 73.16439750
46 68.54281449 70.59285560 73.27778138
47 68.52453074 70.72266527 73.18754742
48 68.64636699 70.93369139 73.24356874
49 68.99014494 70.84860610 73.49118091
50 68.92983528 70.98836997 73.46670652
51 69.30544367 71.23188258 73.58216025
52 69.29372154 71.19239963 73.60934003
53 69.37167561 71.39423716 73.78577297
54 69.52076153 71.33562564 73.64646922
55 69.51591297 71.61544933 73.72973438
56 69.77124072 71.42827760 73.70812764
57 69.79127808 71.63786692 73.91106165
58 69.81598589 71.73103921 73.94691071
59 69.86449108 71.63761465 73.93770250
60 70.02923064 71.76732201 74.06373731
61 70.10616653 71.99086125 73.91028670
62 70.20776538 71.97334213 74.05749692
63 70.41813026 72.07232786 74.11573360
64 70.30939500 72.07238025 74.12615080
65 70.50644778 72.07831227 74.06726577
66 70.42747432 72.01871822 74.08170613
67 70.72320149 72.13951120 74.12209900
68 70.73242622 72.06232184 74.33734304
69 70.76987251 72.19170964 74.30678094
70 70.68306022 72.17704448 74.24187159
71 70.76525301 72.21668492 74.36635533
72 70.89066889 72.35090589 74.50566420
73 71.01187340 72.55628927 74.24779573
74 70.91602510 72.56700252 74.30477640
75 70.97642392 72.44376119 74.55145667
76 71.11990430 72.48759627 74.53209644
77 71.15094173 72.58864836 74.39094996
78 71.24864865 72.62742960 74.59056629
79 71.26200498 72.73958641 74.59810131
80 71.31915933 72.76298668 74.45726851
81 71.42133645 72.73305023 74.69898167
82 71.50965863 72.81464252 74.67683727
83 71.62519029 72.58608886 74.65166607
84 71.56931912 72.77286907 74.50011771
85 71.58755756 72.68451230 74.56855227
86 71.65904826 72.70851152 74.67157333
87 71.61506319 72.74867553 74.66050090
88 71.63625460 72.88359054 74.54932944
89 71.73645474 72.82733930 74.59351311
90 71.73575240 72.89452716 74.82748482
91 71.86646270 73.01950168 74.74626563
92 71.90640485 72.85242739 74.60332736
93 71.81301643 72.94586505 74.64058465
94 71.92328150 72.88021709 74.71563215
95 71.90709861 73.12875311 74.61411436
96 71.90982015 73.11931950 74.82465252
97 71.90246892 73.09422313 74.93048707
98 71.90037347 72.93165261 74.81563841
99 72.03776529 72.94780319 74.84145631
100 72.13518039 73.09970274 74.94286897
101 72.08146115 73.22015990 74.80635667
102 72.16771132 72.99097416 74.97376672
103 72.09039732 72.98835404 74.94108274
104 72.07413999 73.23996621 74.81751027
105 72.07635756 73.22798446 74.96720010
106 72.21634206 73.05539696 74.94378938
107 72.14917221 73.06474239 74.80574781
108 72.14864463 73.17868240 74.84578632
109 72.17477723 73.07575228 74.97975159
110 72.28351787 73.09815284 74.82856355
111 72.27302649 73.19421969 74.91469391
112 72.49493076 73.33705290 74.83768440
113 72.27966843 73.18468386 74.98693371
114 72.30736761 73.31923232 74.96308445
115 72.39550691 73.13715890 75.03059124
116 72.50645900 73.34088386 74.94186461
117 72.29929063 73.13251829 75.01505759
118 72.49404865 73.29101988 74.96923216
119 72.37908697 73.36736686 75.05696932
120 72.35881121 73.42108085 74.86311023
121 72.45776082 73.26003020 75.00205941
122 72.54477936 73.45223705 74.93103334
123 72.57588382 73.20268761 74.94090950
124 72.56626216 73.35888237 75.01823368
125 72.60994926 73.42478779 74.98252639
126 72.41021151 73.47882892 74.95098129
127 72.54009593 73.23395208 74.95540847
128 72.55875719 73.24521283 74.84759283
129 72.69628988 73.28462638 75.09349118
130 72.59220080 73.37086359 74.96716669
131 72.49111111 73.47791250 74.87579731
132 72.54316376 73.46226686 74.97100819
133 72.49818287 73.36504903 75.05426494
134 72.77927832 73.22860203 74.94662625
135 72.80210383 73.50824664 74.82623597
136 72.71390223 73.47700352 75.00899931
137 72.56064713 73.24472948 74.97999652
138 72.61907934 73.43195415 74.87503814
139 72.70457326 73.27389178 74.87062421
140 72.68825304 73.42383315 74.95543413
141 72.66889013 73.28950645 75.05800019
142 72.78996313 73.41777631 74.99564361
143 72.86868681 73.25904468 75.06046821
144 72.67239897 73.32066815 74.84907612
145 72.61680364 73.50788009 74.94699582
146 72.84227577 73.33821967 74.95912465
147 72.81122880 73.43118678 75.10802153
148 72.72471909 73.48970747 74.93645731
149 72.66806858 73.45013283 75.10235764
150 72.81512968 73.53478501 75.11657689
151 72.69288419 73.30064293 75.13879972
152 72.88636718 73.49433331 75.03433245
153 72.78278538 73.29750205 74.88855907
154 72.92623009 73.34551320 75.10702758
155 72.87768780 73.33103086 74.87568997
156 72.69293957 73.34846807 75.11507344
157 72.71111836 73.52690052 75.08665669
158 72.79019473 73.48753798 74.96753941
159 72.77343289 73.40143759 74.93868762
160 72.92254740 73.30026944 74.98555475
161 72.69553000 73.54516574 75.09238727
162 72.93149291 73.47979903 74.92292135
163 72.70971427 73.48175662 74.91604365
164 72.80268467 73.45422573 74.89132207
165 72.79892069 73.46033384 75.02457765
166 72.88140471 73.39067225 75.03105840
167 72.84549709 73.57038456 74.95817061
168 72.85737578 73.56502103 75.05860294
169 72.74503425 73.55673181 74.87625418
170 72.78983633 73.53215236 75.00230850
171 73.00362262 73.48262669 74.92848584
172 72.92658731 73.53087348 75.00645592
173 72.99976785 73.33693407 75.10068178
174 72.99082521 73.38187171 75.13773024
175 72.83670850 73.40598255 75.03155947
176 72.95707123 73.40661462 74.92739899
177 72.86944640 73.58091198 75.05315247
178 72.81826293 73.42283381 75.08776101
179 72.84257842 73.38353917 75.07596525
180 72.87713754 73.37959696 74.94284832
